package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
qlipper,0,0,0,0,0,0
maelstrom,1,0,6,4,1,11
globus-gram-client-tools,0,0,0,0,0,0
gnome-taquin,1,1,0,0,1,2
eurephia,0,0,1,2,1,3
qtspell,0,0,0,0,0,0
gdbm,0,0,0,3,1,3
python-nine,0,0,0,0,0,0
abi-compliance-checker,0,0,0,6,1,6
librasterlite2,0,0,0,1,1,1
rust-quickcheck,0,0,0,1,1,1
python-ddt,0,0,0,0,0,0
libomemo-c,0,0,0,1,1,1
ioport,0,0,0,2,1,2
golang-github-xordataexchange-crypt,0,0,0,0,0,0
atf,0,0,0,2,1,2
wkhtmltopdf,0,0,0,1,1,1
golang-github-containerd-stargz-snapshotter,0,0,0,1,1,1
opencore-amr,0,0,1,0,1,1
libquvi-scripts,0,0,1,1,1,2
golang-github-containerd-cgroups,0,0,0,3,1,3
golang-github-bep-clock,0,0,0,0,0,0
swami,0,0,0,1,1,1
python-xstatic-angular-vis,0,0,0,0,0,0
kproperty,0,0,1,1,1,2
dash,0,0,0,13,1,13
spandsp,0,0,0,5,1,5
msr-tools,0,0,1,2,1,3
grfcodec,0,0,1,3,1,4
phodav,0,0,0,1,1,1
python-scantree,0,0,0,1,1,1
libxpresent,0,0,0,1,1,1
librelp,0,0,0,0,0,0
golang-github-appc-spec,0,0,0,0,0,0
rust-retry,0,0,0,0,0,0
svn2cl,0,0,0,1,1,1
libemf,0,0,0,6,1,6
supertuxkart,0,0,4,6,1,10
eblook,0,0,3,1,1,4
golang-github-cli-oauth,0,0,0,0,0,0
atool,0,0,0,2,1,2
python-pbkdf2,0,0,2,0,1,2
mdns-scan,1,0,0,1,1,2
uptimed,0,0,1,2,1,3
mopac7,0,0,0,1,1,1
qmidiarp,0,0,0,0,0,0
mac-robber,0,0,0,1,1,1
golang-github-soheilhy-cmux,0,0,0,0,0,0
nip2,0,0,1,2,1,3
schedtool,0,0,1,2,1,3
globus-gass-cache,0,0,0,0,0,0
python-parsley,0,0,1,2,1,3
fcgiwrap,2,0,1,7,1,10
args4j,0,0,1,0,1,1
pentaho-reporting-flow-engine,0,0,1,1,1,2
rust-prettytable-rs,0,0,1,2,1,3
catimg,0,0,1,0,1,1
ddgr,0,0,0,2,1,2
safelease,0,0,0,1,1,1
golang-github-kurin-blazer,0,0,0,1,1,1
dee,1,0,4,5,1,10
python-paho-mqtt,0,0,0,0,0,0
ocaml-mew-vi,0,0,0,0,0,0
octave-parallel,0,0,1,9,1,10
golang-github-vbatts-tar-split,0,0,0,0,0,0
viking,0,0,0,5,1,5
globus-gridmap-callout-error,0,0,0,0,0,0
cachefilesd,0,0,0,1,1,1
eigen3,0,0,0,7,1,7
d52,1,0,1,1,1,3
autogen,1,0,3,9,1,13
opendmarc,0,1,1,16,1,18
rust-bit-vec,0,0,1,1,1,2
compiz-bcop,0,0,0,0,0,0
python-ansicolors,0,0,1,0,1,1
vorbisgain,0,0,3,10,1,13
enca,0,0,0,0,0,0
rust-termios,0,0,0,0,0,0
python-allpairspy,0,0,0,0,0,0
rust-dirs-next,0,0,0,1,1,1
telepathy-idle,0,0,0,0,0,0
libapreq2,0,0,5,6,1,11
globus-gss-assist,0,0,0,0,0,0
zaz,1,0,1,2,1,4
php-psr-simple-cache,0,0,0,0,0,0
volumeicon,0,0,0,1,1,1
yaml-cpp,0,0,1,5,1,6
eot-utils,0,0,0,0,0,0
openocd,0,0,0,2,1,2
globus-gram-job-manager-fork,0,0,0,0,0,0
libvdpau,0,0,0,0,0,0
wdiff,0,0,0,0,0,0
biblesync,0,0,0,0,0,0
libgadu,1,0,1,2,1,4
ocaml-gettext,0,0,3,2,1,5
python-pytest-trio,0,0,0,1,1,1
golang-github-ttacon-chalk,0,0,0,0,0,0
arptables,0,0,0,1,1,1
xfce4-wavelan-plugin,0,0,0,0,0,0
caribou,5,0,3,1,1,9
golang-github-containerd-typeurl,0,0,0,0,0,0
golang-github-ziutek-mymysql,0,0,0,0,0,0
vim-ale,0,0,0,7,1,7
paperkey,0,0,0,0,0,0
libxklavier,0,0,3,1,1,4
pngcheck,0,0,0,2,1,2
rust-libmount,0,0,2,4,1,6
golang-github-posener-complete,0,0,0,0,0,0
abiword,0,1,6,9,1,16
libdca,0,0,0,1,1,1
tlf,0,1,3,2,1,6
rust-codespan-reporting,0,0,1,1,1,2
rust-socks,0,0,1,1,1,2
rust-nb-connect,0,0,0,0,0,0
flickcurl,0,0,2,2,1,4
alienblaster,0,0,2,5,1,7
pdfresurrect,0,0,1,0,1,1
rust-overload,0,0,0,0,0,0
golang-github-minio-md5-simd,0,0,0,0,0,0
rear,0,0,26,2,1,28
pem,0,0,0,1,1,1
fontforge,0,0,2,5,1,7
pmars,0,0,3,3,1,6
dateutils,1,0,0,3,1,4
rust-tracing-futures,0,0,1,1,1,2
lv,3,1,5,10,1,19
python-zeep,0,0,1,2,1,3
smem,0,0,1,4,1,5
odt2txt,0,0,1,1,1,2
cscope,3,0,12,0,1,15
rust-same-file,0,0,1,0,1,1
mscgen,1,0,2,2,1,5
scamp,0,0,1,5,1,6
w3m,0,0,0,1,1,1
firejail,0,0,0,5,1,5
edac-utils,0,0,1,2,1,3
octave-quaternion,0,0,0,1,1,1
usbtop,0,0,0,0,0,0
mathgl,0,0,11,1,1,12
torcs,1,0,3,5,1,9
nsntrace,0,0,0,0,0,0
gnome-subtitles,0,0,0,0,0,0
rust-tap,0,0,0,0,0,0
openkim-models,0,0,0,0,0,0
tuxmath,0,0,2,2,1,4
cloudcompare,1,0,2,3,1,6
ramond,0,0,5,6,1,11
python-ordered-set,0,0,0,0,0,0
liboglappth,0,0,0,0,0,0
unclutter-xfixes,0,0,0,1,1,1
globus-xioperf,0,0,0,0,0,0
golang-github-creack-goselect,0,0,0,1,1,1
golang-github-google-gousb,0,0,0,0,0,0
redir,0,0,0,0,0,0
libmatheval,0,0,0,3,1,3
bwm-ng,1,0,3,0,1,4
dconf,0,0,1,0,1,1
python-xstatic-mdi,0,0,0,1,1,1
python-daphne,0,0,0,0,0,0
flent,0,0,0,0,0,0
backupninja,0,0,3,0,1,3
python-beniget,0,0,0,0,0,0
hunspell-kk,0,0,0,0,0,0
lightdm-gtk-greeter-settings,0,0,0,2,1,2
numad,1,0,2,8,1,11
gupnp-dlna,0,0,0,0,0,0
five-or-more,0,0,0,1,1,1
gtkglext,0,0,4,5,1,9
libmatroska,0,0,0,0,0,0
kronometer,0,0,0,0,0,0
libdfp,0,0,2,2,1,4
spatialindex,0,0,0,0,0,0
libcdaudio,1,0,4,4,1,9
golang-github-kelvins-sunrisesunset,0,0,0,0,0,0
libtomcrypt,0,0,0,2,1,2
teeworlds,0,0,1,8,1,9
golang-github-dennwc-ioctl,0,0,0,0,0,0
fig2ps,1,0,0,0,1,1
python-hpilo,0,0,0,0,0,0
mate-user-admin,0,0,0,1,1,1
rust-sptr,0,0,0,0,0,0
pymol,0,0,5,9,1,14
pngcrush,0,0,0,2,1,2
mxml,0,0,0,6,1,6
rust-yaml-rust,0,0,0,0,0,0
rust-crypto-hash,1,0,1,0,1,2
choqok,0,0,0,1,1,1
poezio,0,0,4,1,1,5
quesoglc,0,0,5,4,1,9
alpine,0,0,3,3,1,6
libotf,0,0,0,2,1,2
lua-lgi,1,0,2,3,1,6
granite,0,0,0,0,0,0
rust-unescape,0,0,0,0,0,0
rust-unic-segment,0,0,1,0,1,1
python-testing.common.database,1,0,0,0,1,1
python-banal,0,0,0,0,0,0
python-django-tagging,0,0,0,5,1,5
nsca-ng,0,0,0,2,1,2
litecli,0,0,0,0,0,0
wmfrog,0,0,3,0,1,3
njam,2,0,5,2,1,9
ocaml-fileutils,0,0,2,0,1,2
brightnessctl,0,0,1,1,1,2
libkate,0,0,0,5,1,5
libwpd,0,0,1,1,1,2
python-demjson,0,0,2,1,1,3
libgtextutils,0,0,1,4,1,5
xmlstarlet,0,0,1,7,1,8
etherape,0,0,0,0,0,0
python-xstatic-magic-search,0,0,0,1,1,1
golang-github-matryer-try,0,0,0,1,1,1
ballz,0,0,0,0,0,0
utox,0,0,0,3,1,3
rust-datetime,2,0,0,0,1,2
libssh,0,0,4,5,1,9
python-colour,0,0,0,0,0,0
libmspub,1,0,0,0,1,1
diskscan,0,0,1,0,1,1
ocaml-rresult,0,0,0,0,0,0
four-in-a-row,0,0,0,0,0,0
apt-cacher-ng,0,0,2,0,1,2
golang-github-jinzhu-inflection,0,0,0,0,0,0
conserver,0,0,2,0,1,2
pachi,0,0,5,1,1,6
easytag,0,0,0,2,1,2
wsdl4j,0,0,0,0,0,0
rust-quick-error,0,0,0,0,0,0
memtailor,0,0,1,0,1,1
libomemo,0,0,0,0,0,0
fcitx-libpinyin,0,0,0,1,1,1
liboping,0,0,2,5,1,7
rust-unic-char-range,0,0,0,0,0,0
rust-skeptic,0,0,2,1,1,3
herbstluftwm,0,0,1,2,1,3
gforth,2,1,2,10,1,15
regionset,0,0,0,3,1,3
dbus-sharp,0,0,6,2,1,8
rkward,0,0,1,0,1,1
maven-jar-plugin,0,0,0,1,1,1
dhex,0,0,1,2,1,3
grisbi,0,0,0,1,1,1
ratpoison,0,0,0,3,1,3
jpnevulator,0,0,0,0,0,0
opendoas,0,0,1,2,1,3
0ad-data,0,0,0,0,0,0
udisks2-qt5,0,0,0,0,0,0
eiskaltdcpp,0,0,0,0,0,0
vlc-plugin-pipewire,0,0,0,2,1,2
libuecc,0,0,0,0,0,0
stress,0,0,0,0,0,0
qsopt-ex,0,0,2,0,1,2
group-service,0,0,0,0,0,0
mono-tools,0,0,3,3,1,6
xdg-user-dirs-gtk,0,0,1,3,1,4
redeclipse,0,0,2,3,1,5
xvidcore,0,0,0,0,0,0
mimetic,0,0,2,2,1,4
luabind,0,0,12,8,1,20
psi-notify,0,0,0,2,1,2
gphoto2,0,0,0,3,1,3
minisat2,2,0,0,0,1,2
ocproxy,0,0,1,0,1,1
recap,0,0,0,0,0,0
libatasmart,1,0,0,1,1,2
golang-github-fogleman-gg,0,1,0,1,1,2
libxsmm,0,0,1,4,1,5
librttopo,0,0,1,0,1,1
shtool,0,0,0,4,1,4
grammalecte,0,0,1,6,1,7
python-fedora,0,0,0,0,0,0
sysfsutils,0,0,0,0,0,0
cdargs,1,0,3,10,1,14
gridsite,0,0,0,0,0,0
tnef,0,0,0,0,0,0
rust-gzip-header,0,0,0,0,0,0
qastools,0,0,0,0,0,0
xfce4-diskperf-plugin,0,0,0,0,0,0
masscan,0,0,0,2,1,2
sed,0,0,3,0,1,3
spatialite-gui,0,0,0,3,1,3
globus-gram-job-manager-lsf,0,0,0,0,0,0
grafx2,0,0,4,1,1,5
pasdoc,0,0,2,1,1,3
disorderfs,0,0,0,1,1,1
golang-github-hashicorp-errwrap,0,0,0,0,0,0
stoken,0,0,0,0,0,0
octave-gsl,0,0,0,0,0,0
mktorrent,0,0,0,0,0,0
brutalchess,1,0,0,7,1,8
discount,0,0,4,3,1,7
hicolor-icon-theme,0,0,0,0,0,0
vcftools,0,0,0,4,1,4
corosync-qdevice,0,0,0,2,1,2
libutempter,0,0,0,4,1,4
gxemul,0,0,4,1,1,5
guitarix,1,0,2,1,1,4
dosfstools,0,0,0,0,0,0
rapidxml,0,0,1,2,1,3
fcitx-fbterm,0,0,0,1,1,1
openhpi,0,0,9,4,1,13
trafficserver,0,0,1,8,1,9
source-highlight,1,0,1,2,1,4
python-tempita,0,1,0,1,1,2
log4cpp,1,1,5,5,1,12
globus-gram-job-manager-sge,0,0,0,0,0,0
rust-adler,0,0,1,1,1,2
tkabber-plugins,0,0,1,1,1,2
rust-maybe-uninit,0,0,0,0,0,0
potrace,0,0,0,0,0,0
lame,0,0,2,6,1,8
emerald-themes,0,0,0,0,0,0
ann,0,0,2,7,1,9
python-decorator,0,0,0,0,0,0
terminology,0,0,0,2,1,2
curlpp,0,0,0,2,1,2
libqxp,0,0,0,0,0,0
nethogs,0,0,0,1,1,1
prelude-lml-rules,0,0,0,1,1,1
golang-github-bgentry-speakeasy,0,0,0,0,0,0
chromaprint,0,0,0,2,1,2
berusky2,0,0,0,2,1,2
golang-github-pion-randutil,0,0,0,0,0,0
dcap,0,0,4,0,1,4
deutex,0,0,1,0,1,1
python-minimock,0,0,0,0,0,0
rust-bzip2,0,0,0,1,1,1
git-remote-hg,0,0,0,1,1,1
libdvdread,0,0,0,1,1,1
playerctl,0,0,0,1,1,1
xautolock,0,0,2,7,1,9
php-psr-cache,0,0,0,0,0,0
libicns,0,0,1,2,1,3
mp3gain,0,0,1,1,1,2
gcin,1,0,1,11,1,13
mapbox-variant,0,0,0,2,1,2
daa2iso,0,0,0,1,1,1
rust-fallible-streaming-iterator,0,0,0,0,0,0
xbindkeys,0,0,1,4,1,5
lugaru,0,0,4,3,1,7
entangle,1,0,0,0,1,1
liblastfm,0,0,0,1,1,1
python-yubico,0,0,1,1,1,2
p7zip,4,1,6,6,1,17
libestr,0,0,0,0,0,0
python-pefile,0,0,0,0,0,0
libev,0,0,0,0,0,0
api-sanity-checker,0,0,0,1,1,1
golang-github-jedisct1-dlog,0,0,0,0,0,0
libbinio,0,0,1,1,1,2
jflex,0,0,0,4,1,4
ustr,0,0,1,0,1,1
rust-foreign-types,0,0,0,0,0,0
trojan,0,0,1,0,1,1
osgi-compendium,0,0,0,1,1,1
freedink,1,0,2,1,1,4
macchanger,0,0,2,5,1,7
python-wadllib,0,0,0,1,1,1
sunxi-tools,0,0,0,0,0,0
taglib-extras,0,0,3,1,1,4
hdparm,0,0,6,3,1,9
libresample,0,0,1,1,1,2
python-cotyledon,0,0,1,1,1,2
light,0,0,0,1,1,1
libsigrokdecode,0,0,2,4,1,6
sunpinyin,0,0,2,1,1,3
python-cmarkgfm,0,0,0,0,0,0
patool,0,0,1,1,1,2
ioping,0,0,0,2,1,2
shairplay,0,0,3,2,1,5
clementine,0,0,1,6,1,7
python-click-default-group,0,0,0,0,0,0
gnurobbo,0,1,1,4,1,6
kakasi,0,0,2,2,1,4
pixiewps,0,0,2,1,1,3
dmtx-utils,1,0,1,2,1,4
sombok,0,0,0,5,1,5
whowatch,0,0,1,0,1,1
docbook-slides,0,0,0,4,1,4
python-throttler,0,0,0,0,0,0
shim,0,0,0,2,1,2
sdparm,0,0,0,0,0,0
scottfree,4,0,1,1,1,6
mairix,0,0,1,1,1,2
golang-github-google-subcommands,0,0,0,0,0,0
httptunnel,0,0,2,14,1,16
meanwhile,1,0,0,2,1,3
rust-liboverdrop,0,0,0,0,0,0
mpqc,0,0,3,17,1,20
xboard,0,0,0,5,1,5
altermime,1,0,1,9,1,11
golang-github-jackc-pgio,0,0,0,0,0,0
scim,0,0,2,2,1,4
ocaml-fpath,0,0,0,0,0,0
aspell-hr,0,0,0,0,0,0
pyserial-asyncio,0,0,0,1,1,1
python-rfc3987,0,0,0,0,0,0
gnome-sound-recorder,0,0,0,0,0,0
orocos-kdl,1,0,1,6,1,8
adapt,0,0,0,0,0,0
python-varlink,0,0,0,0,0,0
dfc,0,0,0,1,1,1
extremetuxracer,0,0,0,0,0,0
galculator,0,0,1,2,1,3
cool-retro-term,0,0,0,1,1,1
gnome-themes-extra,0,0,0,0,0,0
bzflag,0,0,0,1,1,1
golang-github-sourcegraph-jsonrpc2,0,0,0,0,0,0
rust-docopt,0,0,0,0,0,0
rust-inotify-sys,0,0,0,0,0,0
netpanzer,0,1,3,8,1,12
osmctools,0,0,0,0,0,0
phonon-backend-gstreamer,0,0,0,0,0,0
rust-fxhash,0,0,0,0,0,0
gnome-color-manager,0,0,1,0,1,1
dtach,0,0,0,3,1,3
libdaemon,0,0,0,1,1,1
pyshp,0,0,0,0,0,0
ccze,1,1,1,9,1,12
rust-findshlibs,0,0,1,0,1,1
bibtool,0,0,5,12,1,17
rust-tiny-keccak,0,0,0,0,0,0
rust-structopt,0,0,0,2,1,2
mpsolve,1,0,5,3,1,9
erlang-idna,0,0,1,1,1,2
python-marathon,2,0,0,0,1,2
tolua++,1,0,3,2,1,6
proguard,0,0,0,5,1,5
task,0,0,0,9,1,9
gtkspell,0,0,0,2,1,2
hunspell-eu,0,0,0,0,0,0
paper-icon-theme,0,0,0,0,0,0
xfce4-smartbookmark-plugin,0,0,1,0,1,1
golang-github-bep-tmc,0,0,0,0,0,0
xpenguins,1,0,3,3,1,7
python-zake,0,0,0,0,0,0
micro,0,0,0,2,1,2
golang-github-gorilla-schema,0,0,0,1,1,1
fspy,0,0,0,3,1,3
kstart,0,0,0,0,0,0
libdbi,0,0,1,4,1,5
python-pulsectl,0,0,0,0,0,0
python-epc,0,0,0,0,0,0
rust-clicolors-control,0,0,1,0,1,1
fluid-soundfont,0,0,0,0,0,0
nifticlib,0,0,1,0,1,1
python-iso3166,0,0,0,0,0,0
rust-hex,0,0,0,0,0,0
iptraf-ng,0,0,0,0,0,0
fuse-emulator,0,0,0,8,1,8
flatpak-xdg-utils,0,0,0,2,1,2
lua-zlib,0,0,0,0,0,0
screenfetch,0,0,0,0,0,0
golang-github-beorn7-perks,0,0,0,0,0,0
genromfs,0,0,1,2,1,3
freedink-data,0,0,0,0,0,0
clamsmtp,2,0,2,3,1,7
expect,1,1,16,14,1,32
gsettings-qt,0,0,0,5,1,5
libthai,0,0,1,0,1,1
perl-tk,0,0,9,3,1,12
renrot,0,0,0,1,1,1
golang-github-agext-levenshtein,0,0,0,0,0,0
par2cmdline,1,0,0,2,1,3
aggregate,0,0,2,4,1,6
algobox,0,0,0,2,1,2
extundelete,0,0,1,3,1,4
pybind11-json,0,0,0,0,0,0
gtkmm2.4,0,0,0,1,1,1
golang-github-zyedidia-tcell,0,0,0,0,0,0
usbguard-notifier,0,0,1,0,1,1
duff,0,0,2,0,1,2
python-funcsigs,0,0,1,2,1,3
golang-github-yl2chen-cidranger,0,0,0,0,0,0
emacs-deferred,0,0,0,4,1,4
libuser,0,0,1,2,1,3
uucp,1,0,8,7,1,16
python-zipstream,0,0,0,0,0,0
megaglest-data,0,0,0,0,0,0
log4c,0,0,2,2,1,4
revelation,0,0,0,1,1,1
python-ldap3,0,0,1,1,1,2
extractpdfmark,0,0,0,4,1,4
golang-github-gorilla-sessions,0,0,0,0,0,0
rust-fs2,0,0,3,0,1,3
xz-java,0,0,0,1,1,1
torsocks,1,0,1,0,1,2
tini,0,0,0,0,0,0
gnujump,0,0,1,8,1,9
needrestart,0,0,0,6,1,6
brasero,0,0,1,2,1,3
system-config-printer,0,0,2,5,1,7
python-os-client-config,0,0,0,1,1,1
python-warlock,0,0,0,0,0,0
python-xstatic-jasmine,0,0,0,0,0,0
rust-unic-char-property,0,0,0,0,0,0
czmq,0,0,0,0,0,0
goodvibes,0,0,0,0,0,0
lxde-common,0,0,6,3,1,9
dirvish,0,0,1,8,1,9
golang-github-bep-gitmap,0,0,1,0,1,1
python-boolean.py,0,0,0,1,1,1
python-rfc3986,0,0,0,1,1,1
libcdio,1,0,1,4,1,6
startup-notification,0,0,0,0,0,0
rust-multimap,0,0,1,0,1,1
dogtail,0,0,0,11,1,11
globus-proxy-utils,0,0,0,0,0,0
python-pyrss2gen,0,0,0,0,0,0
openttd-opengfx,0,0,0,0,0,0
crrcsim,0,0,5,10,1,15
mousetweaks,0,0,0,1,1,1
uudeview,2,0,2,15,1,19
dumb-init,0,0,1,1,1,2
rust-resolv-conf,0,0,0,1,1,1
m2vrequantiser,0,0,1,2,1,3
subtitleeditor,0,0,0,3,1,3
lxde-icon-theme,0,0,0,0,0,0
e00compr,0,0,2,1,1,3
conspy,0,0,0,0,0,0
ddate,0,0,0,0,0,0
incron,1,0,2,4,1,7
cxxtest,0,0,6,2,1,8
rust-cast,0,0,0,0,0,0
vinagre,1,0,3,6,1,10
fakechroot,0,0,2,12,1,14
python-mujson,0,0,0,0,0,0
ipmctl,0,0,3,0,1,3
pkgdiff,0,0,0,0,0,0
lua-coxpcall,0,0,0,0,0,0
btrfs-heatmap,0,0,0,0,0,0
esmtp,0,0,2,4,1,6
nicstat,0,0,0,4,1,4
python-jsonpath-rw,0,0,0,0,0,0
soundkonverter,0,0,0,3,1,3
libqrtr-glib,0,0,0,0,0,0
rust-utf-8,0,0,0,1,1,1
golang-github-benbjohnson-clock,0,0,0,0,0,0
shelldap,0,0,0,2,1,2
xylib,0,0,0,0,0,0
python-uritemplate,0,0,0,0,0,0
nload,0,0,0,2,1,2
rifiuti2,0,0,0,1,1,1
milkytracker,1,0,0,2,1,3
binwalk,1,0,3,0,1,4
dia,0,0,4,11,1,15
xfce4-places-plugin,0,0,0,0,0,0
libgringotts,0,0,1,4,1,5
zita-rev1,0,0,1,1,1,2
libreoffice-voikko,0,0,1,0,1,1
ruby-augeas,0,0,1,1,1,2
zita-convolver,0,0,0,1,1,1
pyscard,0,0,0,0,0,0
rkhunter,0,0,4,10,1,14
mirmon,0,0,0,1,1,1
python-xstatic-angular-uuid,0,0,0,0,0,0
globus-gram-job-manager-condor,0,0,0,0,0,0
voikko-fi,0,0,0,0,0,0
fcitx-m17n,0,0,0,0,0,0
dvblast,0,0,0,0,0,0
golang-github-jouyouyun-hardware,0,0,0,0,0,0
fcitx-configtool,0,0,0,0,0,0
acme-tiny,0,0,0,0,0,0
golang-github-jedisct1-xsecretbox,0,0,0,0,0,0
silly,0,0,1,3,1,4
python-axolotl,0,0,1,0,1,1
python-openidc-client,0,0,1,0,1,1
gf2x,0,0,2,0,1,2
mp3fs,0,0,0,0,0,0
python-zxcvbn,0,0,0,0,0,0
biloba,0,0,0,3,1,3
blis,0,0,0,1,1,1
rust-argparse,0,0,0,0,0,0
ccfits,0,0,2,2,1,4
qbrew,0,0,1,8,1,9
4pane,0,0,1,0,1,1
libeot,0,0,0,0,0,0
at,0,0,16,0,1,16
python-pydotplus,0,0,0,1,1,1
clutter-gtk,0,0,0,1,1,1
pyhoca-gui,0,0,0,0,0,0
xmake,0,0,3,2,1,5
stun,0,0,1,2,1,3
python-xvfbwrapper,0,0,0,0,0,0
golang-github-francoispqt-gojay,0,0,0,1,1,1
apcupsd,0,0,5,11,1,16
loudmouth,0,0,0,2,1,2
check,0,0,2,6,1,8
liblognorm,1,0,2,1,1,4
globus-openssl-module,0,0,0,0,0,0
xr-hardware,0,0,0,0,0,0
powermanga,0,0,1,0,1,1
ocaml-stdcompat,0,0,2,0,1,2
pdf2svg,0,0,0,0,0,0
monsterz,1,1,2,3,1,7
rtaudio,0,0,0,2,1,2
0ad,0,0,7,6,1,13
rust-quantiles,0,0,0,3,1,3
gr-iqbal,0,0,0,10,1,10
rdesktop,0,0,2,2,1,4
spice-vdagent,0,0,1,2,1,3
tpm2-abrmd,0,0,0,2,1,2
ccd2iso,0,0,3,0,1,3
globus-gram-job-manager,0,0,0,0,0,0
globus-ftp-client,0,0,0,0,0,0
ahven,0,0,0,1,1,1
scim-pinyin,0,0,3,1,1,4
ssmtp,2,0,7,7,1,16
gnupg-pkcs11-scd,0,0,0,1,1,1
wcstools,0,1,1,5,1,7
dietlibc,1,0,1,33,1,35
printrun,1,0,2,2,1,5
golang-github-spf13-jwalterweatherman,0,0,0,0,0,0
gnome-icon-theme,0,0,0,1,1,1
vagrant,1,0,5,7,1,13
pulseview,2,0,0,0,1,2
libkeepalive,0,0,5,1,1,6
trousers,1,0,3,5,1,9
xmlrpc-epi,0,0,2,0,1,2
rust-colorful,0,0,0,0,0,0
ocaml-ptmap,0,0,1,0,1,1
golang-github-juju-gnuflag,0,0,0,0,0,0
concordance,0,0,0,0,0,0
prelude-manager,4,0,3,6,1,13
picosat,0,0,1,3,1,4
xsane,2,0,17,26,1,45
python-wsproto,0,0,0,0,0,0
git-crypt,0,0,0,1,1,1
globus-xio-gsi-driver,0,0,0,0,0,0
dragonbox,0,0,0,0,0,0
xine-ui,0,0,2,2,1,4
mt-st,0,0,0,0,0,0
golang-github-kr-fs,0,0,0,0,0,0
hsetroot,0,0,1,1,1,2
rust-permutohedron,0,0,0,0,0,0
arc-gui-clients,6,0,0,0,1,6
ettercap,0,1,4,1,1,6
rust-environment,0,0,0,0,0,0
php-composer-metadata-minifier,0,0,0,0,0,0
libgovirt,0,0,2,1,1,3
python-pluginbase,0,0,0,0,0,0
txt2man,0,0,0,2,1,2
rust-rust-ini,0,0,0,1,1,1
xfce4-sensors-plugin,0,0,0,0,0,0
globus-gram-client,0,0,0,0,0,0
tasksh,0,0,1,2,1,3
xbanish,0,0,0,2,1,2
conntrack-tools,0,0,2,0,1,2
python-testscenarios,0,0,0,1,1,1
newlisp,0,0,2,9,1,11
gtkhash,0,0,0,0,0,0
jbigkit,1,0,3,6,1,10
golang-github-nozzle-throttler,0,0,0,0,0,0
malaga,1,0,2,6,1,9
golang-github-anacrolix-log,0,0,0,0,0,0
oxygen-fonts,0,0,0,1,1,1
frobby,0,0,1,2,1,3
mpdris2,0,0,1,2,1,3
gecode,0,1,5,5,1,11
x2godesktopsharing,0,0,0,0,0,0
php-geos,5,0,2,0,1,7
makebootfat,0,0,2,2,1,4
python-cycler,0,0,0,0,0,0
golang-github-kyoh86-xdg,0,0,0,0,0,0
golang-github-vividcortex-gohistogram,0,0,0,0,0,0
