package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
pianobar,0,0,0,0,0,0
glpk,0,0,3,2,1,5
ocaml-trie,0,0,0,0,0,0
lftp,1,0,3,2,1,6
golang-github-xiang90-probing,0,0,0,0,0,0
golang-github-muesli-reflow,0,0,0,0,0,0
chemical-mime-data,0,0,1,2,1,3
time,0,0,6,3,1,9
kasumi,1,0,5,3,1,9
golang-github-gin-contrib-sse,0,0,0,0,0,0
vagrant-libvirt,0,0,3,0,1,3
toppler,0,0,5,0,1,5
golang-github-disintegration-gift,0,0,0,0,0,0
dhcping,0,0,2,6,1,8
golang-github-muesli-crunchy,0,0,0,1,1,1
privoxy,0,0,5,7,1,12
libudfread,0,0,0,0,0,0
rust-lazycell,0,1,0,0,1,1
po-debconf,0,0,0,0,0,0
owfs,0,0,2,6,1,8
libavc1394,0,0,1,3,1,4
rust-entities,0,0,0,0,0,0
globus-gram-audit,0,0,0,0,0,0
ntl,0,0,1,1,1,2
xteddy,0,0,1,2,1,3
globus-scheduler-event-generator,0,0,0,0,0,0
drascula,0,0,0,0,0,0
erlang-bitcask,0,0,4,1,1,5
python-lockfile,0,0,1,1,1,2
golang-mvdan-editorconfig,0,0,0,0,0,0
ogmtools,0,0,2,6,1,8
lagan,0,0,3,10,1,13
hmmer,0,0,1,7,1,8
awesome,0,0,1,10,1,11
soci,0,0,1,1,1,2
ebumeter,0,0,1,1,1,2
engauge-digitizer,0,0,1,3,1,4
python-m2r,0,0,0,3,1,3
portmidi,0,1,6,11,1,18
rust-unic-ucd-version,0,0,0,0,0,0
rust-zram-generator,0,0,0,1,1,1
opensp,0,0,5,0,1,5
python-tasklib,0,0,0,0,0,0
rust-lexical-core,0,0,1,3,1,4
golang-github-mitchellh-hashstructure,0,0,0,0,0,0
rust-inflector,0,0,1,0,1,1
m4,0,0,0,2,1,2
golang-github-inconshreveable-log15,0,0,0,0,0,0
compiz,0,0,4,3,1,7
python-datetimerange,0,0,0,0,0,0
golang-github-k-sone-critbitgo,0,0,0,0,0,0
bibletime,0,0,0,0,0,0
rust-seahash,0,0,1,2,1,3
python-marshmallow-enum,0,0,0,1,1,1
python-javaobj,0,0,0,1,1,1
mathomatic,0,0,3,3,1,6
fflas-ffpack,0,0,4,2,1,6
gdigi,0,0,2,2,1,4
rust-man,0,0,0,0,0,0
cqrlog,0,0,2,2,1,4
globus-gssapi-error,0,0,0,0,0,0
xdffileio,0,0,0,2,1,2
cntlm,0,0,2,0,1,2
kdb,2,0,14,1,1,17
tllist,0,0,0,0,0,0
rw,0,0,1,0,1,1
tali,0,0,0,0,0,0
surf,0,0,0,7,1,7
msktutil,0,0,0,1,1,1
dnsmap,0,0,0,0,0,0
tktray,0,0,0,2,1,2
qdbm,0,0,3,8,1,11
liboauth,0,0,0,4,1,4
lbzip2,1,0,1,0,1,2
ipmitool,2,0,5,9,1,16
deepin-menu,0,0,0,0,0,0
tuxpuck,0,0,3,6,1,9
rust-float-ord,0,0,0,0,0,0
watchdog,0,0,3,0,1,3
libiec61883,0,0,2,0,1,2
bsfilter,0,0,0,4,1,4
buffer,0,0,3,15,1,18
qzxing,0,0,2,1,1,3
golang-github-bettercap-readline,0,0,0,0,0,0
golang-github-malfunkt-iprange,0,0,0,0,0,0
sblim-wbemcli,1,1,4,5,1,11
adwaita-qt,0,0,0,0,0,0
alot,0,0,1,6,1,7
erlang-poolboy,0,0,0,0,0,0
prettyping,0,0,0,0,0,0
arandr,0,0,1,0,1,1
python-testing.postgresql,1,0,2,0,1,3
zzuf,0,0,4,2,1,6
thinkfan,0,0,1,7,1,8
libbluray,0,0,2,1,1,3
eb,0,0,2,1,1,3
ibus-table-extraphrase,0,0,0,1,1,1
scummvm-tools,0,0,1,6,1,7
python-webencodings,0,0,0,0,0,0
octave-specfun,0,0,0,1,1,1
rust-const-cstr,0,0,0,0,0,0
nanomsg,0,0,0,2,1,2
abook,0,0,4,2,1,6
zpaq,0,0,1,2,1,3
globus-xio-rate-driver,0,0,0,0,0,0
angelscript,0,0,0,6,1,6
sysbench,0,0,2,5,1,7
plexus-cipher,0,0,0,2,1,2
python-xstatic-hogan,0,0,0,0,0,0
clinfo,0,0,0,0,0,0
rust-rand,0,0,0,2,1,2
lua-lxc,0,0,0,0,0,0
libodfgen,0,0,0,0,0,0
cbootimage,0,0,0,0,0,0
python-aniso8601,0,0,0,0,0,0
rust-pam-sys,0,0,0,0,0,0
supertux,0,0,2,4,1,6
bpytop,0,0,0,1,1,1
rust-fixedbitset,0,0,0,0,0,0
xml2,0,0,0,0,0,0
jfsutils,0,1,2,5,1,8
xloadimage,19,0,8,13,1,40
avra,0,0,1,3,1,4
plotutils,2,0,2,9,1,13
piper,0,0,0,0,0,0
xiphos,0,0,0,4,1,4
libgrss,0,0,0,0,0,0
popt,0,0,0,1,1,1
openctm,0,0,6,2,1,8
fprintd,0,0,0,5,1,5
rust-cfg-if,0,0,0,1,1,1
scrub,0,0,5,2,1,7
molequeue,0,0,0,0,0,0
erlang-meck,0,0,1,0,1,1
python-daemon,0,0,1,1,1,2
libdv,0,0,5,8,1,13
cd-discid,0,0,0,0,0,0
libcec,0,0,2,2,1,4
dcmtk,1,0,1,15,1,17
libkkc,2,0,3,6,1,11
xscorch,2,0,1,1,1,4
libvdpau-va-gl,0,0,0,0,0,0
dfu-util,0,0,0,1,1,1
golang-github-robfig-cron,0,0,0,0,0,0
fusion-icon,0,0,1,2,1,3
golang-github-cli-safeexec,0,0,0,0,0,0
rust-deflate,0,0,0,2,1,2
doclifter,0,0,1,2,1,3
virt-p2v,0,0,0,0,0,0
libmcrypt,0,0,6,1,1,7
pybluez,0,1,2,2,1,5
globus-gram-job-manager-slurm,0,0,0,0,0,0
rzip,0,0,1,8,1,9
evemu,0,0,0,3,1,3
hw-probe,0,0,0,1,1,1
scapy,0,0,0,3,1,3
ezstream,0,0,1,2,1,3
ccsm,0,0,0,0,0,0
gnome-klotski,0,0,0,0,0,0
libnitrokey,0,0,0,1,1,1
povray,0,0,3,19,1,22
daq,0,0,0,1,1,1
lua-json,0,0,0,0,0,0
xbae,0,0,4,8,1,12
golang-github-viant-toolbox,0,0,1,1,1,2
python-dpkt,0,0,2,0,1,2
dvdauthor,0,0,1,5,1,6
python-async-timeout,0,0,0,0,0,0
overgod,1,1,2,3,1,7
gkrellm,3,0,3,2,1,8
reaver,0,0,2,0,1,2
dd2,0,0,3,6,1,9
libpagemaker,0,0,0,0,0,0
python-langdetect,0,0,0,0,0,0
rust-hmac,0,0,0,2,1,2
telepathy-logger,0,0,1,4,1,5
starplot,1,0,4,4,1,9
pimd,0,0,0,0,0,0
libunity,0,0,1,0,1,1
squeak-vm,1,0,5,7,1,13
lua-argparse,0,0,0,0,0,0
rust-shell-words,0,0,0,0,0,0
tripwire,0,0,0,2,1,2
koules,11,1,38,7,1,57
rust-tokio-serde,1,0,0,0,1,1
gentoo,0,0,1,3,1,4
usbauth-notifier,0,0,0,0,0,0
gnupg1,1,0,3,4,1,8
isrcsubmit,0,0,1,1,1,2
lsdvd,0,0,0,0,0,0
python-kafka,0,0,1,7,1,8
hd-idle,0,0,1,0,1,1
yelp-xsl,0,0,0,0,0,0
gron,0,0,0,1,1,1
devhelp,0,0,0,3,1,3
whohas,0,0,0,0,0,0
nexus,0,1,2,3,1,6
festival,0,2,4,21,1,27
lua-unbound,0,0,0,0,0,0
cpputest,0,0,3,0,1,3
dnssec-trigger,0,0,7,10,1,17
mathic,0,0,1,0,1,1
exif,0,0,1,3,1,4
intelhex,0,0,0,0,0,0
gsl,0,0,4,3,1,7
golang-github-dennwc-varint,0,0,0,2,1,2
dmg2img,0,0,0,2,1,2
maven-plugin-testing,0,0,3,2,1,5
python-xlib,0,0,4,5,1,9
golang-github-morikuni-aec,0,0,0,0,0,0
alure,0,0,2,2,1,4
golang-github-smartystreets-goconvey,0,0,0,0,0,0
geomview,0,0,0,8,1,8
lua-bitop,0,0,0,3,1,3
foxtrotgps,0,0,3,0,1,3
rust-ordered-multimap,0,0,0,0,0,0
libdvdnav,0,0,0,0,0,0
hexedit,0,0,2,0,1,2
collada-dom,0,0,2,1,1,3
libfixposix,0,0,0,0,0,0
libghemical,0,0,0,1,1,1
dropwatch,0,0,0,1,1,1
gtkpod,0,0,3,1,1,4
duf,0,0,0,0,0,0
python-munch,0,0,1,0,1,1
maven-artifact-transfer,0,1,2,1,1,4
beansbinding,0,0,2,1,1,3
globus-gass-server-ez,0,0,0,0,0,0
libntlm,0,0,0,0,0,0
libsocketcan,0,0,0,3,1,3
c2hs,0,0,0,3,1,3
golang-github-oklog-run,0,0,0,0,0,0
ibus-kkc,1,0,1,1,1,3
python-admesh,0,0,0,0,0,0
psad,0,0,2,2,1,4
asciidoc,0,0,1,4,1,5
octave-struct,0,0,0,1,1,1
libglade2,0,0,2,1,1,3
chemtool,1,0,3,4,1,8
bpython,0,0,0,0,0,0
cglib,0,0,1,1,1,2
ethstatus,0,0,0,0,0,0
fmit,0,0,0,1,1,1
xzgv,1,0,2,0,1,3
rabbitsign,0,0,0,0,0,0
ibus-input-pad,0,0,1,1,1,2
libspectre,0,0,0,0,0,0
rust-sized-chunks,0,0,1,1,1,2
rcs,0,0,1,1,1,2
golang-github-atotto-clipboard,0,0,0,0,0,0
mallard-rng,0,0,0,0,0,0
mythes,0,0,0,1,1,1
openarena,0,0,0,14,1,14
endlessh,1,0,3,1,1,5
php-doctrine-instantiator,0,0,0,0,0,0
pyserial,0,0,0,1,1,1
ykclient,0,0,0,0,0,0
cpipe,0,0,0,1,1,1
shorewall,0,0,3,7,1,10
python-click-didyoumean,0,0,0,0,0,0
msort,0,0,4,4,1,8
pidgin-sipe,1,0,3,1,1,5
python-autocommand,0,0,1,0,1,1
crack,0,0,2,11,1,13
retext,0,0,0,0,0,0
python-kgb,0,0,0,0,0,0
typespeed,0,0,0,2,1,2
golang-github-geoffgarside-ber,0,0,0,0,0,0
minisign,0,0,0,1,1,1
libfreehand,1,0,0,0,1,1
iagno,2,0,0,0,1,2
python-boto,0,0,10,5,1,15
ptl,0,0,0,1,1,1
python-snuggs,0,0,0,0,0,0
rust-target,0,0,1,0,1,1
atanks,0,0,1,0,1,1
scim-m17n,0,0,3,0,1,3
libigloo,0,0,1,0,1,1
ganglia,0,0,14,1,1,15
rust-cexpr,0,0,0,0,0,0
txt2regex,0,0,1,5,1,6
js8call,0,0,3,5,1,8
procserv,0,0,0,0,0,0
e2tools,0,0,0,0,0,0
xfce4-cpufreq-plugin,0,0,0,0,0,0
gifticlib,0,0,0,4,1,4
libofx,0,0,1,0,1,1
maven-common-artifact-filters,0,0,0,1,1,1
jaaa,0,0,0,1,1,1
yersinia,0,0,3,2,1,5
wmcalclock,0,0,0,6,1,6
materia-kde,0,0,0,0,0,0
libxdamage,0,0,0,1,1,1
libspectrum,0,0,0,4,1,4
aspell-mr,0,0,1,0,1,1
mrtg,0,0,4,3,1,7
py-radix,0,0,0,0,0,0
golang-github-nkovacs-streamquote,0,0,0,1,1,1
php-psr-event-dispatcher,0,0,0,0,0,0
spacefm,1,0,2,6,1,9
golang-github-google-nftables,0,0,0,2,1,2
libspiro,0,0,0,0,0,0
ibus-table-chinese,0,0,0,0,0,0
nodm,0,0,2,3,1,5
bristol,0,0,4,4,1,8
golang-github-olekukonko-tablewriter,0,0,0,0,0,0
calf,0,0,0,3,1,3
rhino,0,0,0,3,1,3
libzen,0,0,0,0,0,0
gearhead2,0,0,1,2,1,3
python-imagesize,0,0,0,0,0,0
sloccount,0,0,0,9,1,9
pinfo,0,1,7,1,1,9
spamass-milter,0,1,7,4,1,12
cgit,1,0,1,7,1,9
ocaml-graphics,0,0,0,0,0,0
rust-dlv-list,0,0,0,0,0,0
sc,4,1,0,1,1,6
distcc,0,0,3,4,1,7
tango-icon-theme,0,0,3,2,1,5
python-xstatic-smart-table,0,0,0,1,1,1
golang-github-alecthomas-kong-hcl,0,0,1,1,1,2
ftnchek,0,0,3,0,1,3
libcdio-paranoia,0,0,1,2,1,3
libvncserver,0,0,5,0,1,5
gtypist,0,0,1,3,1,4
python-urwid-readline,0,0,0,0,0,0
console-bridge,0,0,1,1,1,2
gajim,0,0,0,2,1,2
libzbd,0,0,0,0,0,0
iucode-tool,0,0,0,0,0,0
gyp,0,0,7,10,1,17
wfuzz,0,0,0,4,1,4
python-volatile,0,0,0,0,0,0
dbus-sharp-glib,0,0,0,0,0,0
pamix,1,0,1,1,1,3
bustle,0,0,2,2,1,4
slapi-nis,0,0,1,1,1,2
lua-markdown,0,0,1,1,1,2
libpgf,0,0,0,2,1,2
python-pretend,0,0,0,0,0,0
globus-gatekeeper,0,0,0,0,0,0
golang-github-mvo5-goconfigparser,0,0,0,0,0,0
root-tail,0,0,5,2,1,7
rust-unic-common,0,0,0,0,0,0
rust-unic-ucd-segment,0,0,0,0,0,0
libccd,0,0,3,0,1,3
rust-cassowary,0,0,0,0,0,0
python-hupper,0,0,0,0,0,0
flam3,0,0,0,9,1,9
oggvideotools,0,0,6,7,1,13
zita-ajbridge,0,0,0,3,1,3
renameutils,1,0,0,1,1,2
libsquish,0,0,1,5,1,6
python-pytest-click,0,0,0,0,0,0
safecopy,0,0,0,1,1,1
rc,0,0,0,5,1,5
rust-crunchy,0,0,0,0,0,0
tre,0,0,8,3,1,11
golang-github-julienschmidt-httprouter,0,0,0,0,0,0
slic3r,2,1,9,6,1,18
tgif,0,0,4,4,1,8
kaffeine,0,0,0,0,0,0
rust-lru-cache,0,0,0,0,0,0
python-yaql,0,0,1,0,1,1
pnm2ppa,1,0,5,4,1,10
uthash,0,0,0,1,1,1
cgdb,0,0,1,1,1,2
python-ly,0,0,0,0,0,0
globus-net-manager,0,0,0,0,0,0
monitorix,0,0,0,4,1,4
libvorbis,0,0,0,2,1,2
fcitx-unikey,0,0,0,0,0,0
libcddb,0,0,3,3,1,6
rust-servo-fontconfig,0,0,0,0,0,0
golang-github-elithrar-simple-scrypt,0,0,0,1,1,1
rust-linked-hash-map,0,0,0,1,1,1
openscenegraph,0,0,9,7,1,16
rust-bincode,0,0,0,0,0,0
gflags,0,0,1,3,1,4
mingetty,3,0,2,3,1,8
bison,0,0,0,2,1,2
libraw1394,0,0,0,0,0,0
radare2,0,0,3,2,1,5
kdesvn,0,0,0,2,1,2
trend,0,0,0,0,0,0
tcpick,1,0,6,7,1,14
vo-amrwbenc,0,0,0,0,0,0
dasher,1,1,1,6,1,9
libebur128,0,0,0,0,0,0
redland,0,0,1,0,1,1
rust-envy,0,0,0,0,0,0
python-mock,1,0,0,3,1,4
rust-md5,0,0,0,0,0,0
cdist,0,0,1,2,1,3
undbx,0,0,1,1,1,2
collectd,0,0,6,9,1,15
totem,0,0,1,1,1,2
foma,0,0,3,0,1,3
apr-util,0,0,9,11,1,20
hashcat,0,0,1,5,1,6
stacer,0,0,0,0,0,0
python-kaptan,0,0,0,0,0,0
python-tomli,0,0,0,0,0,0
waffle,0,0,2,1,1,3
apiguardian,0,0,0,1,1,1
rust-cascade,0,0,0,0,0,0
python-dateutil,0,0,2,1,1,3
mozjs102,3,0,12,17,1,32
android-file-transfer,0,0,1,0,1,1
xournal,0,0,2,19,1,21
rust-normalize-line-endings,0,0,0,0,0,0
unpaper,0,0,2,2,1,4
docbook-simple,0,0,0,3,1,3
calamaris,0,0,1,2,1,3
libnfc,0,0,0,1,1,1
rust-serde-value,0,0,0,0,0,0
radeontop,0,0,1,0,1,1
python-xstatic-d3,0,0,0,1,1,1
pidgin-otr,0,0,0,0,0,0
python-genty,0,0,0,0,0,0
bijiben,1,0,1,1,1,3
libeatmydata,0,0,1,3,1,4
python-passlib,0,0,0,1,1,1
bzip2,0,0,4,7,1,11
pyzor,0,0,0,3,1,3
marsshooter,2,0,3,2,1,7
python-plaster,0,0,0,1,1,1
osgi-annotation,0,0,0,0,0,0
libfishsound,0,0,0,3,1,3
golang-github-containerd-console,0,0,0,0,0,0
lmms,0,0,3,4,1,7
dsdp,1,0,2,0,1,3
golang-github-mitchellh-copystructure,0,0,0,0,0,0
libsigrok,0,0,1,2,1,3
vagrant-cachier,0,0,0,1,1,1
berusky-data,0,0,0,1,1,1
globus-xio-gridftp-multicast,0,0,0,0,0,0
golang-github-restic-chunker,0,0,0,0,0,0
mojo-executor,0,0,1,0,1,1
rust-pam,0,0,3,1,1,4
antlr,0,0,2,6,1,8
qgit,0,0,0,0,0,0
libnma,0,0,1,0,1,1
python-requestsexceptions,0,0,0,0,0,0
dbus-glib,0,0,0,0,0,0
pipenightdreams,0,0,5,3,1,8
clamz,0,0,0,1,1,1
whatweb,0,0,0,2,1,2
d-feet,0,0,1,3,1,4
gnome-screenshot,1,0,0,2,1,3
trac,0,0,2,3,1,5
fityk,0,0,1,0,1,1
rust-argmax,0,0,0,1,1,1
freedink-dfarc,0,0,0,0,0,0
gtkspell3,0,0,0,1,1,1
php-psr-link,0,0,0,0,0,0
python-scrypt,0,0,0,0,0,0
python-schedutils,0,0,0,2,1,2
planets,1,0,5,5,1,11
golang-github-sanity-io-litter,0,0,0,0,0,0
mksh,0,0,0,5,1,5
tinyxml2,0,0,0,1,1,1
libgda5,1,0,11,2,1,14
ga,0,0,0,6,1,6
vmtouch,0,0,0,1,1,1
setserial,0,0,8,17,1,25
rancid,1,0,2,14,1,17
gbdfed,1,0,1,3,1,5
oomd,1,0,3,1,1,5
crack-attack,0,0,8,2,1,10
rlwrap,0,0,0,0,0,0
golang-github-moby-patternmatcher,0,0,0,0,0,0
zinnia,1,0,3,2,1,6
zita-alsa-pcmi,0,0,0,3,1,3
osmo,0,0,0,1,1,1
libb64,0,0,0,7,1,7
redshift,0,0,0,7,1,7
tetrinetx,0,0,0,1,1,1
kyua,0,0,0,0,0,0
unhide,0,0,0,3,1,3
pdd,0,0,1,2,1,3
libecap,0,0,0,2,1,2
usbauth,0,0,0,1,1,1
audiofile,4,3,4,8,1,19
globus-gram-job-manager-callout-error,0,0,0,0,0,0
fcitx-sunpinyin,0,0,0,1,1,1
tcltls,5,0,0,0,1,5
univocity-parsers,0,0,1,0,1,1
pystring,0,0,1,0,1,1
ocaml-bigarray-compat,0,0,0,0,0,0
irstlm,0,0,2,4,1,6
globus-authz-callout-error,0,0,0,0,0,0
cflow,0,0,0,1,1,1
pychess,0,0,1,1,1,2
libgdata,0,0,1,0,1,1
golang-github-chromedp-sysutil,0,0,0,0,0,0
libltc,0,0,1,0,1,1
ifstat,0,0,3,0,1,3
xfce4-datetime-plugin,0,0,0,0,0,0
libdazzle,0,0,0,0,0,0
py3c,0,0,0,0,0,0
python-textile,0,0,0,1,1,1
dreamchess,0,0,0,0,0,0
libmikmod,0,0,4,2,1,6
cronolog,0,0,3,7,1,10
mtdev,0,0,0,0,0,0
plank,0,0,0,3,1,3
xcb-util-cursor,0,0,0,0,0,0
libmacaroons,2,0,0,0,1,2
python-openid-cla,0,0,0,0,0,0
libfastjson,0,0,0,0,0,0
sshpass,0,0,0,0,0,0
obconf,0,0,1,3,1,4
golang-github-nrdcg-desec,0,0,0,0,0,0
vnstat,1,0,0,3,1,4
autodocksuite,0,0,0,4,1,4
jglobus,11,0,6,0,1,17
python-colored-traceback,0,0,0,3,1,3
maven-antrun-plugin,0,0,0,1,1,1
rust-fnv,0,0,0,0,0,0
libsixel,0,0,1,8,1,9
glogg,1,0,1,0,1,2
paprefs,0,0,0,1,1,1
cuetools,0,0,2,0,1,2
enjarify,0,0,2,2,1,4
supervisor,0,0,0,0,0,0
rapidjson,0,0,9,14,1,23
golang-github-tidwall-match,0,0,0,0,0,0
libcanberra,1,0,0,3,1,4
amtk,0,0,0,0,0,0
lua-binaryheap,0,0,0,0,0,0
ebook-tools,0,0,1,1,1,2
fstrm,0,0,4,0,1,4
golang-github-gorhill-cronexpr,0,0,0,0,0,0
python-django-crispy-forms,0,0,0,3,1,3
golang-github-pkg-errors,0,0,0,0,0,0
fpc,2,0,7,37,1,46
dbench,0,0,2,2,1,4
golang-github-segmentio-ksuid,0,0,0,0,0,0
libtar,2,1,6,6,1,15
python-markdown-include,0,0,0,2,1,2
mdbtools,0,0,2,2,1,4
fbterm,0,0,1,4,1,5
opus-tools,0,0,0,0,0,0
golang-github-josharian-intern,0,0,0,0,0,0
cloud-utils,0,0,0,0,0,0
picojson,0,0,0,0,0,0
flare-engine,0,0,0,0,0,0
neverball,0,0,0,3,1,3
globus-authz,0,0,0,0,0,0
hedgewars,1,0,3,4,1,8
rclone-browser,0,0,0,1,1,1
libstatgrab,0,0,0,1,1,1
fatcat,0,0,1,0,1,1
sibsim4,0,0,0,1,1,1
cdbs,0,0,0,0,0,0
gkeyfile-sharp,0,0,1,2,1,3
wmctrl,0,0,1,2,1,3
maven-shared-io,0,0,1,0,1,1
bumpversion,0,0,0,3,1,3
ebtables,0,0,0,4,1,4
python-hl7,0,0,0,0,0,0
octave-doctest,0,0,0,0,0,0
rust-assert-impl,0,0,0,0,0,0
fuse,2,0,5,7,1,14
mptcpd,0,0,0,0,0,0
python-sentinels,0,0,0,0,0,0
xpad,0,0,0,0,0,0
mopidy-mpd,0,0,1,0,1,1
kreport,1,0,2,0,1,3
gts,0,1,1,1,1,3
python-click-threading,0,0,0,0,0,0
modem-manager-gui,2,0,2,2,1,6
python-exif,0,0,0,0,0,0
golang-github-letsencrypt-challtestsrv,0,0,0,0,0,0
dislocker,0,0,0,3,1,3
totem-pl-parser,0,0,1,3,1,4
libgpod,0,0,9,5,1,14
sane-frontends,1,0,6,10,1,17
abi-dumper,0,0,0,3,1,3
nss-mdns,0,0,2,0,1,2
libxcvt,0,0,0,0,0,0
traverso,0,0,2,3,1,5
kxstitch,0,0,0,3,1,3
help2man,0,0,0,0,0,0
rust-void,0,0,0,0,0,0
libshout,0,0,2,0,1,2
tcllib,0,0,0,1,1,1
mathicgb,0,0,1,1,1,2
connect-proxy,0,0,1,0,1,1
chrpath,0,0,0,0,0,0
dwz,0,0,1,1,1,2
hspell,0,0,1,4,1,5
congruity,0,0,0,0,0,0
globus-gridmap-verify-myproxy-callout,0,0,0,0,0,0
whichwayisup,2,1,0,1,1,4
freedroid,1,0,5,5,1,11
sylfilter,0,0,0,1,1,1
vim-gitgutter,0,0,0,0,0,0
wide-dhcpv6,22,0,2,0,1,24
fvwm,1,0,7,4,1,12
ophcrack,0,0,1,2,1,3
telepathy-accounts-signon,0,0,0,0,0,0
keyutils,0,0,0,8,1,8
elph,0,0,1,3,1,4
libidl,0,0,5,2,1,7
zerofree,0,0,0,0,0,0
xmlindent,0,0,0,4,1,4
rust-effective-limits,0,0,3,0,1,3
patch,12,0,14,3,1,29
xcowsay,0,0,0,1,1,1
ii,0,0,0,4,1,4
ois,1,0,0,2,1,3
golang-github-kylelemons-godebug,0,0,0,0,0,0
libratbag,0,0,1,1,1,2
exo,0,0,0,0,0,0
eegdev,6,0,1,2,1,9
colorized-logs,0,0,0,0,0,0
sfnt2woff-zopfli,0,0,1,0,1,1
globus-xio-pipe-driver,0,0,0,0,0,0
rtorrent,0,0,4,0,1,4
gsmartcontrol,0,0,0,3,1,3
tmate,0,0,0,3,1,3
notification-daemon,0,0,0,0,0,0
maven-shared-incremental,0,0,0,0,0,0
xplanet,0,0,0,5,1,5
libyubikey,0,0,0,0,0,0
golang-rsc-binaryregexp,0,0,0,0,0,0
f3,0,0,0,1,1,1
rust-xi-unicode,0,0,0,0,0,0
gnome-menus,0,0,1,7,1,8
dynamite,0,0,0,1,1,1
globus-ftp-control,0,0,0,0,0,0
vkeybd,0,0,2,5,1,7
golang-github-ghodss-yaml,0,0,0,0,0,0
rust-beef,0,0,0,0,0,0
wvdial,2,0,5,0,1,7
cortado,0,0,1,3,1,4
gau2grid,0,0,0,2,1,2
python-mccabe,0,0,0,2,1,2
maven-mapping,0,0,0,0,0,0
osgi-core,0,0,0,1,1,1
rust-statistical,0,0,1,3,1,4
vim-syntastic,0,0,3,0,1,3
daemonize,0,0,0,2,1,2
golang-github-jtolds-gls,0,0,0,0,0,0
golang-github-mailru-easyjson,0,0,0,0,0,0
bcal,0,0,1,0,1,1
golang-github-gorilla-mux,0,0,0,0,0,0
flameshot,0,0,0,2,1,2
rust-faccess,0,0,1,1,1,2
fcl,0,0,0,1,1,1
ctemplate,0,0,0,0,0,0
stringtemplate,0,0,1,2,1,3
libpwquality,0,0,1,0,1,1
python-debian,0,0,0,0,0,0
golang-github-containerd-btrfs,0,0,0,0,0,0
sqlgrey,0,0,2,4,1,6
speedtest-cli,0,0,0,0,0,0
apachetop,0,0,0,1,1,1
jkmeter,0,0,0,2,1,2
aesfix,1,0,0,0,1,1
soqt,0,0,1,3,1,4
linuxdoc-tools,0,0,4,0,1,4
dh-autoreconf,0,0,0,0,0,0
golang-github-h2non-parth,0,0,0,0,0,0
mm,0,0,0,0,0,0
sigscheme,0,0,0,3,1,3
globus-gsi-proxy-ssl,0,0,0,0,0,0
a2jmidid,1,0,2,0,1,3
rust-tui,0,0,0,1,1,1
libpipeline,0,0,0,0,0,0
dbus-test-runner,0,0,0,3,1,3
wavbreaker,0,0,0,1,1,1
pinpoint,0,0,0,4,1,4
lazpaint,0,0,0,0,0,0
golang-github-miekg-pkcs11,0,0,2,2,1,4
jemalloc,0,0,0,2,1,2
libstaroffice,0,0,0,0,0,0
