package,common,same_func_diff_content,unique_fedora,unique_other,has_patch,patch_count
libtool,0,0,8,23,1,31
tinc,0,0,0,2,1,2
corkscrew,0,0,3,6,1,9
mypaint,1,0,1,0,1,2
iml,0,0,0,0,0,0
libsamplerate,0,0,0,0,0,0
golang-github-puerkitobio-purell,0,0,0,0,0,0
vlc-plugin-bittorrent,0,0,0,0,0,0
python-requests-futures,0,0,0,0,0,0
grepcidr,0,0,0,1,1,1
up-imapproxy,0,0,3,14,1,17
fillets-ng,0,1,3,1,1,5
globus-xio-udt-driver,0,0,0,0,0,0
iftop,0,0,4,4,1,8
python-stopit,0,0,0,0,0,0
libldac,0,0,0,0,0,0
abe,0,0,6,6,1,12
yelp-tools,0,0,0,1,1,1
rust-heapsize,0,0,2,0,1,2
wslay,0,1,0,2,1,3
lasi,0,0,1,2,1,3
globus-gsi-openssl-error,0,0,0,0,0,0
innoextract,0,0,0,0,0,0
pwgen,0,0,0,1,1,1
enum,0,0,0,0,0,0
arch-install-scripts,0,0,0,1,1,1
rust-blake2,0,0,0,2,1,2
freedroidrpg,0,0,0,5,1,5
vorbis-tools,0,0,3,1,1,4
psi,0,0,2,1,1,3
game-music-emu,0,0,0,0,0,0
golang-github-flynn-noise,0,0,0,0,0,0
klatexformula,1,0,0,4,1,5
php-webmozart-assert,0,0,0,0,0,0
ant-contrib,0,0,2,5,1,7
gv,0,0,7,0,1,7
vpnc,0,0,2,0,1,2
sendemail,3,0,0,1,1,4
rust-memmap,0,0,3,0,1,3
speexdsp,0,0,0,0,0,0
rust-bitmaps,0,0,1,0,1,1
xfce4-xkb-plugin,0,0,0,0,0,0
screenie,0,0,0,0,0,0
ocaml-bos,0,0,0,0,0,0
xcb-util-errors,0,0,0,1,1,1
rust-path-slash,0,0,0,0,0,0
rust-lzma-sys,0,0,2,0,1,2
bwa,1,0,1,5,1,7
arc-theme,0,0,0,0,0,0
triehash,0,0,0,0,0,0
python-tomli-w,0,0,0,0,0,0
spectra,0,0,0,2,1,2
libserialport,1,0,0,2,1,3
golang-github-gofrs-flock,0,0,0,0,0,0
qpdfview,0,0,2,1,1,3
liblayout,0,0,1,1,1,2
qrupdate,0,0,0,1,1,1
rust-blobby,0,0,0,0,0,0
jid,0,0,0,0,0,0
tzdata,0,0,3,1,1,4
ladvd,0,0,2,1,1,3
sparse,0,0,1,3,1,4
fcitx-kkc,0,0,0,5,1,5
virt-viewer,1,0,1,1,1,3
python-colorama,0,0,0,0,0,0
ocaml-fmt,0,0,0,1,1,1
mcrypt,0,0,8,1,1,9
rust-dbus-tree,0,0,1,0,1,1
recutils,0,0,2,0,1,2
xwrits,0,0,0,3,1,3
python-cssselect2,0,0,0,2,1,2
gammu,0,0,2,7,1,9
rust-threadpool,0,0,1,0,1,1
jzlib,0,0,1,0,1,1
rust-alloc-stdlib,0,0,1,2,1,3
python-josepy,0,0,0,1,1,1
rust-wait-timeout,0,0,0,0,0,0
syslinux,0,0,9,8,1,17
libmpd,1,0,1,0,1,2
libetpan,0,1,5,4,1,10
hostname,0,0,1,0,1,1
pyhunspell,0,0,1,0,1,1
libtermkey,0,0,2,0,1,2
beets,0,0,0,5,1,5
python-phpserialize,0,0,0,1,1,1
mkosi,0,0,0,0,0,0
clxclient,0,0,1,3,1,4
vim-fugitive,0,0,0,0,0,0
rust-font-kit,1,0,1,5,1,7
rust-enquote,0,0,0,0,0,0
aubio,1,0,4,6,1,11
vdo,0,0,0,1,1,1
pmount,0,0,3,3,1,6
python-linecache2,0,0,0,1,1,1
trackballs,0,0,0,1,1,1
whipper,0,0,0,4,1,4
pingus,3,1,1,3,1,8
xxkb,0,0,1,3,1,4
erlang-cl,0,0,1,1,1,2
qr-code-generator,0,0,0,2,1,2
logstalgia,0,0,0,0,0,0
snoopy,0,0,1,1,1,2
dvdisaster,0,0,2,32,1,34
nitrokey-app,0,0,1,1,1,2
qrencode,0,0,0,2,1,2
ddpt,0,0,0,0,0,0
synapse,0,0,0,1,1,1
zipios++,2,0,4,5,1,11
golang-github-dlclark-regexp2,0,0,0,1,1,1
ocaml-qtest,0,0,1,0,1,1
amavisd-milter,0,0,0,2,1,2
libnumbertext,0,0,0,2,1,2
golang-github-hashicorp-logutils,0,0,0,0,0,0
mb2md,0,0,0,4,1,4
qvge,0,0,1,1,1,2
ranger,0,0,0,6,1,6
canl-c,0,0,0,0,0,0
sfcgal,0,0,0,3,1,3
lordsawar,0,0,1,0,1,1
protozero,0,0,0,1,1,1
gnome-power-manager,0,0,0,2,1,2
rust-pathdiff,0,0,0,0,0,0
rust-docmatic,0,0,1,1,1,2
python-h2,0,0,2,1,1,3
xawtv,1,0,1,9,1,11
lua-cyrussasl,0,0,0,0,0,0
chicken,0,0,1,1,1,2
gtk2-engines,0,0,4,3,1,7
sipvicious,0,0,0,1,1,1
tix,0,0,6,5,1,11
bowtie,0,0,1,8,1,9
fillets-ng-data,0,0,5,0,1,5
monit,0,0,0,3,1,3
libzmf,0,0,0,0,0,0
fcitx-chewing,0,0,0,0,0,0
libkml,0,0,10,2,1,12
emacs-ctable,0,0,0,1,1,1
golang-github-coreos-semver,0,0,0,0,0,0
yapet,0,0,0,4,1,4
keybinder,0,0,0,3,1,3
rust-nanorand,0,0,1,3,1,4
golang-github-evilsocket-islazy,0,0,0,0,0,0
pfstools,0,0,3,10,1,13
golang-github-iovisor-gobpf,0,0,0,1,1,1
surfraw,0,0,0,1,1,1
libx86,1,0,7,1,1,9
python-watchgod,0,0,0,1,1,1
keychain,0,0,0,3,1,3
dejagnu,0,0,1,1,1,2
systemd-bootchart,0,0,0,1,1,1
git-review,0,0,0,0,0,0
pass-audit,0,0,2,0,1,2
pipebench,0,0,1,3,1,4
rust-hostname,0,0,3,0,1,3
procyon,0,0,1,1,1,2
hashid,0,0,0,1,1,1
golang-github-juju-ansiterm,0,0,0,0,0,0
snowball,0,0,1,3,1,4
libdockapp,0,0,0,0,0,0
tokyocabinet,0,0,2,12,1,14
libtorrent,0,0,2,0,1,2
stfl,0,0,0,1,1,1
jetring,0,0,0,0,0,0
python-py,0,0,0,1,1,1
linbox,0,0,1,6,1,7
myrepos,0,0,0,0,0,0
xpa,0,0,2,9,1,11
golang-google-appengine,0,0,0,0,0,0
rust-sys-info,0,0,0,2,1,2
python-affine,0,0,0,0,0,0
uronode,0,0,2,4,1,6
lv2-c++-tools,0,0,0,0,0,0
digitemp,0,0,0,0,0,0
python-pypubsub,0,0,0,0,0,0
libdatrie,0,0,0,0,0,0
samdump2,1,0,1,4,1,6
nedit,0,0,7,7,1,14
rust-human-sort,0,0,0,0,0,0
python-crcelk,0,0,0,0,0,0
python-kajiki,0,0,0,0,0,0
colpack,0,0,1,1,1,2
readline,0,0,14,11,1,25
berusky2-data,0,0,0,0,0,0
python-hpack,0,0,0,0,0,0
python-littleutils,0,0,0,0,0,0
mailman3,0,0,2,2,1,4
rust-getset,0,0,0,0,0,0
p0f,0,0,2,1,1,3
python-unpaddedbase64,0,0,0,0,0,0
python-daemonize,0,0,0,2,1,2
megaglest,4,0,8,2,1,14
maven-reporting-impl,0,0,1,0,1,1
rust-mac,0,0,0,0,0,0
rust-lexiclean,0,0,0,0,0,0
dvgrab,0,0,0,3,1,3
rust-backoff,1,0,0,0,1,1
ocaml-csv,0,0,1,0,1,1
numlockx,0,0,0,2,1,2
q4wine,0,0,0,1,1,1
gcl,0,0,9,3,1,12
tclap,0,0,0,1,1,1
golang-github-mitchellh-mapstructure,0,0,0,0,0,0
iptstate,0,1,2,1,1,4
yank,0,0,0,0,0,0
gnome-system-log,0,0,0,4,1,4
golang-github-mitchellh-reflectwalk,0,0,0,0,0,0
goldendict,0,0,0,1,1,1
globus-gsi-callback,0,0,0,0,0,0
rasqal,0,0,2,0,1,2
afflib,0,0,0,0,0,0
postgrey,0,0,0,4,1,4
cups-pdf,0,0,7,2,1,9
python-whoosh,0,0,0,4,1,4
golang-github-gobwas-httphead,0,0,0,0,0,0
ibus-skk,0,0,1,0,1,1
arp-scan,0,0,0,3,1,3
python-arrow,0,0,1,1,1,2
qsstv,0,0,1,1,1,2
rust-servo-fontconfig-sys,0,0,0,1,1,1
python-pyeclib,0,0,1,2,1,3
clamav,0,0,6,8,1,14
libdbi-drivers,1,0,3,10,1,14
erlang-cf,0,0,0,1,1,1
kpeoplevcard,0,0,0,0,0,0
fcoe-utils,0,0,2,5,1,7
plplot,4,0,7,20,1,31
lua-fifo,0,0,0,0,0,0
compiz-plugins-main,0,0,1,4,1,5
numix-gtk-theme,0,0,0,0,0,0
python-django-rules,0,0,0,0,0,0
acpitool,5,1,2,2,1,10
ocaml-topkg,0,0,0,0,0,0
luckybackup,0,0,0,2,1,2
libepoxy,0,0,0,0,0,0
git-secret,0,0,0,0,0,0
dmraid,3,0,16,16,1,35
tomsfastmath,0,0,0,3,1,3
ocaml-integers,0,0,1,0,1,1
gnome-tetravex,1,0,0,2,1,3
tfdocgen,0,0,0,1,1,1
libint,0,0,2,2,1,4
afuse,0,0,1,0,1,1
disktype,0,0,1,6,1,7
dot2tex,0,0,0,0,0,0
golang-github-gogo-status,0,0,0,0,0,0
libieee1284,0,0,1,4,1,5
avahi,7,0,4,16,1,27
golang-github-fortytw2-leaktest,0,0,1,0,1,1
pcapy,1,0,2,2,1,5
globus-gfork,0,0,0,0,0,0
golang-github-miolini-datacounter,0,0,0,0,0,0
pcmanx-gtk2,0,0,0,2,1,2
dx,0,4,6,22,1,32
golang-github-valyala-bytebufferpool,0,0,0,0,0,0
golang-github-xeipuuv-gojsonschema,1,0,0,0,1,1
pokerth,0,0,3,9,1,12
memchan,0,0,0,2,1,2
python-pyperclip,0,0,0,1,1,1
redisearch,0,0,2,1,1,3
devtodo,0,0,2,3,1,5
python-xstatic-angular-lrdragndrop,0,0,0,1,1,1
rust-r2d2,0,0,0,1,1,1
rust-difference,0,0,2,1,1,3
zsh-autosuggestions,0,0,0,0,0,0
idle3-tools,0,0,0,4,1,4
golang-github-gorilla-websocket,0,0,0,0,0,0
octave-image,0,0,0,10,1,10
wwl,0,0,0,2,1,2
libmodplug,0,0,1,0,1,1
catdoc,0,0,1,6,1,7
rust-async-attributes,0,0,0,1,1,1
git-remote-gcrypt,0,0,0,0,0,0
xfce4-eyes-plugin,0,0,0,0,0,0
sigrok-firmware-fx2lafw,0,0,0,0,0,0
redsocks,1,0,1,1,1,3
wv,1,0,1,11,1,13
libb2,0,0,0,1,1,1
dssi,0,0,2,1,1,3
rs,0,0,1,0,1,1
pioneers,0,0,1,0,1,1
qcomicbook,0,0,2,3,1,5
python-mailer,0,0,1,1,1,2
yajl,3,0,5,2,1,10
python-booleanoperations,0,0,0,0,0,0
libasyncns,0,0,0,1,1,1
python-priority,0,0,0,0,0,0
xml-security-c,0,0,0,0,0,0
python-publicsuffix2,0,0,0,2,1,2
liblzf,0,0,1,1,1,2
python-crayons,0,0,0,0,0,0
tth,0,0,0,11,1,11
rust-indenter,0,0,0,0,0,0
libnxt,0,0,0,0,0,0
phpmyadmin,0,0,1,11,1,12
libhangul,0,0,0,0,0,0
smtpping,0,0,0,1,1,1
hfsutils,1,0,3,3,1,7
ibus-rime,0,0,0,0,0,0
mailnag,0,0,2,0,1,2
hyphen,0,0,0,1,1,1
python-xstatic-qunit,0,0,0,1,1,1
python-retrying,0,0,0,0,0,0
dbus-python,0,0,1,0,1,1
amoebax,0,0,1,6,1,7
sendxmpp,0,0,1,1,1,2
python-rencode,0,0,0,2,1,2
gtksourceview3,0,0,1,0,1,1
php-psr-container,0,0,0,0,0,0
voms-mysql-plugin,0,0,0,0,0,0
quilt,0,0,2,11,1,13
php-cache-integration-tests,0,0,0,0,0,0
sipcalc,0,0,0,0,0,0
abootimg,0,0,0,0,0,0
fstransform,0,0,0,0,0,0
python-mongomock,0,0,0,0,0,0
libiptcdata,0,0,0,0,0,0
golang-github-klauspost-pgzip,0,0,0,0,0,0
clpeak,0,0,0,0,0,0
linux-atm,0,1,9,2,1,12
tslib,0,0,1,0,1,1
bitlbee,0,0,2,1,1,3
mrrescue,1,0,4,0,1,5
rust-im-rc,0,0,1,3,1,4
nsnake,0,0,0,3,1,3
nulib2,0,0,1,5,1,6
bc,0,0,3,7,1,10
rust-dotenv,0,0,1,0,1,1
gsound,0,0,0,0,0,0
kmymoney,0,0,0,0,0,0
cpphs,0,0,0,0,0,0
python-outcome,0,0,0,0,0,0
pugixml,0,0,0,1,1,1
golang-github-muesli-smartcrop,0,0,0,0,0,0
babeltrace,0,0,1,1,1,2
spice-gtk,0,0,0,0,0,0
graphite2,0,0,2,7,1,9
globus-xio-popen-driver,0,0,0,0,0,0
equalx,0,0,0,1,1,1
kobodeluxe,1,1,2,6,1,10
websocketpp,1,0,4,4,1,9
luksmeta,2,0,1,3,1,6
plotnetcfg,0,0,0,3,1,3
libmediaart,0,0,0,0,0,0
convertall,0,0,3,1,1,4
rust-alloc-no-stdlib,0,0,1,1,1,2
fmtools,0,0,1,1,1,2
adplug,0,0,0,1,1,1
rust-binascii,0,0,0,1,1,1
openbox,0,1,2,26,1,29
libcutl,0,0,1,3,1,4
virtualpg,0,0,0,0,0,0
fcitx-table-extra,0,0,0,2,1,2
prewikka,1,0,0,2,1,3
gpart,0,0,1,1,1,2
bamf,0,0,0,1,1,1
compiz-plugins-experimental,0,0,1,1,1,2
cc65,0,0,1,1,1,2
python-os-service-types,0,0,0,1,1,1
python-ifaddr,0,0,0,0,0,0
bchunk,0,0,1,2,1,3
lcmaps,0,0,0,0,0,0
globus-io,0,0,0,0,0,0
realmd,0,0,6,2,1,8
tweak,0,0,0,6,1,6
penguin-command,0,0,1,1,1,2
code2html,0,0,0,0,0,0
onesixtyone,0,0,0,0,0,0
vcdimager,0,0,0,4,1,4
bonnie++,0,0,1,0,1,1
leveldb,1,0,4,4,1,9
python-msrestazure,0,0,0,0,0,0
rust-z85,0,0,0,0,0,0
netplug,0,0,2,6,1,8
libirman,0,0,0,3,1,3
rust-xmlwriter,0,0,0,0,0,0
perlbal,0,0,0,6,1,6
sxiv,0,0,0,4,1,4
neuron,0,1,17,3,1,21
python-vdf,0,0,0,0,0,0
xmount,0,0,2,1,1,3
rust-safemem,0,0,0,0,0,0
rust-tracing-serde,0,0,2,1,1,3
libcryptui,1,0,2,5,1,8
python-cligj,0,0,0,0,0,0
ocaml-benchmark,0,0,0,0,0,0
w3c-markup-validator,0,1,4,8,1,13
python3-simpletal,0,0,0,1,1,1
halibut,0,0,0,0,0,0
vdpauinfo,0,0,0,0,0,0
kseexpr,0,0,0,1,1,1
minetestmapper,0,0,0,0,0,0
rust-json,0,0,0,0,0,0
gr-funcube,0,0,0,1,1,1
rust-plain,0,0,0,0,0,0
golang-github-gosuri-uilive,0,0,0,0,0,0
readosm,0,0,0,2,1,2
pkcs11-dump,0,0,0,0,0,0
golang-github-lithammer-dedent,0,0,0,0,0,0
bwbar,2,0,2,3,1,7
rust-endian-type,0,0,0,0,0,0
python-logfury,0,0,1,1,1,2
golang-github-gobwas-glob,0,0,0,0,0,0
vte,2,0,8,4,1,14
chipmunk,0,0,1,3,1,4
ots,0,0,1,3,1,4
vtable-dumper,0,0,0,1,1,1
publican,0,0,2,5,1,7
kcheckers,0,0,2,4,1,6
lightdm-autologin-greeter,0,0,0,5,1,5
ditaa,0,1,1,3,1,5
barrier,1,0,0,2,1,3
bogofilter,0,0,0,4,1,4
golang-github-coreos-pkg,0,0,0,1,1,1
python-httpretty,0,0,5,3,1,8
low-memory-monitor,0,0,0,0,0,0
golang-github-moby-locker,0,0,0,0,0,0
fcitx-ui-light,0,0,0,2,1,2
gnome-mines,0,0,0,1,1,1
aoetools,0,0,1,8,1,9
python3-lxc,0,0,0,0,0,0
golang-github-nrdcg-goinwx,0,0,0,0,0,0
rapid-photo-downloader,0,0,1,2,1,3
bridge-utils,0,0,0,1,1,1
libu2f-host,1,0,0,1,1,2
python-click-plugins,0,0,0,0,0,0
intltool,2,0,1,1,1,4
i2c-tools,0,0,0,2,1,2
openbabel,1,0,10,4,1,15
rust-precomputed-hash,0,0,0,0,0,0
tkabber,0,0,1,1,1,2
python-pytest-cov,0,0,2,0,1,2
gnome-feeds,0,0,0,2,1,2
dbus,0,0,1,1,1,2
python-fastbencode,0,0,0,0,0,0
globus-gram-protocol,0,0,0,0,0,0
libofa,3,0,3,6,1,12
ntfs-3g,0,0,1,1,1,2
python-rx,0,0,2,3,1,5
twolame,0,0,0,2,1,2
glabels,1,0,2,4,1,7
splat,0,0,1,0,1,1
python-promise,0,0,0,4,1,4
flite,0,0,2,6,1,8
pipewire-media-session,0,0,0,1,1,1
patchutils,0,0,0,2,1,2
fcitx,0,0,2,3,1,5
cadaver,0,0,0,0,0,0
lua-compat53,0,0,0,0,0,0
quotatool,0,0,0,6,1,6
almanah,1,0,1,0,1,2
rust-lmdb,0,0,0,0,0,0
rust-pager,0,0,0,0,0,0
cdrkit,1,1,19,4,1,25
maven-reporting-api,0,0,0,0,0,0
sslsplit,0,0,1,3,1,4
python-smmap,0,0,0,0,0,0
ipvsadm,0,0,1,1,1,2
jline2,0,0,0,1,1,1
phpcpd,0,0,1,1,1,2
maliit-keyboard,0,0,1,0,1,1
gengetopt,0,0,0,2,1,2
tinyxml,1,0,1,3,1,5
python-atomicwrites,0,0,0,1,1,1
libevdevplus,0,0,1,0,1,1
python-yaswfp,0,0,0,0,0,0
scanmem,0,0,0,4,1,4
lincity-ng,0,0,7,0,1,7
python-livereload,0,0,0,2,1,2
octave-optim,0,0,0,4,1,4
telepathy-glib,0,0,2,1,1,3
pyusb,0,0,0,0,0,0
globus-gass-cache-program,0,0,0,0,0,0
sshuttle,0,0,0,0,0,0
libgnomekbd,0,0,0,2,1,2
texttable,0,0,0,0,0,0
opendbx,0,0,4,3,1,7
testrepository,0,0,0,0,0,0
authres,0,0,0,0,0,0
behave,1,0,3,2,1,6
testresources,0,0,0,2,1,2
sphinx-markdown-tables,0,0,0,0,0,0
jschema-to-python,0,0,0,0,0,0
readlike,0,0,0,0,0,0
pickleshare,0,0,0,0,0,0
pyspf,0,0,1,2,1,3
nose,2,0,9,14,1,25
ghp-import,0,0,0,0,0,0
prawcore,0,0,0,0,0,0
mailman-hyperkitty,0,0,0,1,1,1
hyperlink,0,0,0,0,0,0
dbusmenu-qt,0,0,0,0,0,0
javaproperties,0,0,0,0,0,0
pyyaml-env-tag,0,0,0,0,0,0
constantly,0,0,1,0,1,1
pyphen,0,0,1,3,1,4
faketime,0,0,3,2,1,5
django-q,0,0,0,7,1,7
sphinx-multiversion,0,0,0,0,0,0
stomper,0,0,0,0,0,0
simplegeneric,0,0,0,0,0,0
file-mmagic,0,0,1,1,1,2
soxr,0,0,0,1,1,1
colorclass,0,0,0,0,0,0
mimerender,0,0,0,0,0,0
flask-principal,0,0,0,0,0,0
backoff,0,0,0,0,0,0
asciitree,0,0,0,0,0,0
defusedxml,0,0,1,0,1,1
texext,0,0,2,0,1,2
dumb,1,0,3,1,1,5
automat,0,0,0,0,0,0
scour,0,0,0,0,0,0
flask-mongoengine,0,0,1,0,1,1
gtkdatabox,0,0,0,2,1,2
pykwalify,0,0,0,0,0,0
kazoo,0,0,0,0,0,0
sphinxcontrib-pecanwsme,0,0,0,1,1,1
fuzzywuzzy,0,0,0,0,0,0
physfs,0,0,0,0,0,0
bgpdump,0,0,0,7,1,7
ldapdomaindump,0,0,1,0,1,1
flake8-import-order,0,0,1,0,1,1
logzero,0,0,0,1,1,1
voluptuous-serialize,0,0,0,0,0,0
speg,0,0,0,0,0,0
pycares,0,0,0,3,1,3
flask-talisman,0,0,0,0,0,0
flake8-polyfill,1,0,0,1,1,2
kitchen,0,0,1,4,1,5
pivy,0,0,3,0,1,3
flake8-blind-except,0,0,0,0,0,0
jupyter-packaging,0,0,0,0,0,0
musicbrainzngs,0,0,0,1,1,1
doxypypy,0,0,0,2,1,2
easydict,0,0,0,0,0,0
cmd2,0,0,0,1,1,1
pyquery,0,0,3,0,1,3
svgwrite,0,0,1,2,1,3
pytest-golden,0,0,0,0,0,0
pytest-expect,0,0,1,0,1,1
sphinxcontrib-trio,0,0,1,0,1,1
colorspacious,0,0,1,0,1,1
parsedatetime,0,0,0,0,0,0
awesomeversion,0,0,0,0,0,0
pybtex,0,0,2,2,1,4
click-completion,0,0,0,0,0,0
blessings,0,0,2,0,1,2
convertdate,0,0,0,0,0,0
netifaces,0,0,0,1,1,1
pyls-spyder,0,0,0,0,0,0
eperl,1,0,2,11,1,14
commonmark,0,0,1,0,1,1
txws,0,0,2,0,1,2
speaklater,0,0,2,2,1,4
helpdev,0,0,1,0,1,1
testpath,0,0,0,1,1,1
perlindex,0,0,1,3,1,4
sphinxcontrib-asyncio,0,0,0,0,0,0
mdurl,0,0,0,0,0,0
pytz-deprecation-shim,0,0,0,0,0,0
django-haystack,0,0,0,0,0,0
pysimplesoap,1,0,0,4,1,5
pod2pdf,0,0,0,6,1,6
poppler-qt5,0,0,2,0,1,2
suds,0,0,1,0,1,1
journal-brief,0,0,0,1,1,1
pytest-astropy-header,0,0,0,0,0,0
vsts-cd-manager,0,0,0,2,1,2
html5lib,1,0,1,0,1,2
aiohttp-cors,0,0,4,0,1,4
ntplib,0,0,0,0,0,0
sphinxcontrib-log-cabinet,0,0,0,0,0,0
humanfriendly,0,0,1,1,1,2
terminaltables,0,0,2,5,1,7
flake8-builtins,0,0,0,0,0,0
mallard-ducktype,0,0,0,0,0,0
jinja2-time,0,0,1,2,1,3
pysword,0,0,0,0,0,0
soil,0,0,1,1,1,2
cram,0,0,0,2,1,2
trololio,0,0,0,0,0,0
cachy,0,0,0,1,1,1
projectm,0,0,3,4,1,7
parsimonious,0,0,0,0,0,0
django-tastypie,0,0,0,0,0,0
case,0,0,0,1,1,1
singledispatch,0,0,0,0,0,0
sphinxcontrib-programoutput,0,0,0,4,1,4
httmock,0,0,0,0,0,0
django-ipware,0,0,0,0,0,0
sphinxcontrib-blockdiag,0,0,0,2,1,2
piexif,1,0,0,1,1,2
easyprocess,0,0,0,0,0,0
flask-mail,0,0,0,1,1,1
pyaes,0,0,3,1,1,4
lerc,0,0,1,0,1,1
pyrfc3339,0,0,1,1,1,2
subprocess-tee,0,0,1,0,1,1
oscrypto,0,0,1,4,1,5
patatt,0,0,0,1,1,1
routes,0,0,1,3,1,4
aiosignal,0,0,0,0,0,0
locket,0,0,0,0,0,0
pyuca,0,0,1,0,1,1
starlet,0,0,0,1,1,1
pytest-mpi,0,0,0,3,1,3
dib-utils,0,0,0,0,0,0
azure-functions-devops-build,0,0,0,0,0,0
isodate,0,0,0,0,0,0
dxflib,0,0,0,3,1,3
pelican,0,0,1,2,1,3
smarty-gettext,0,0,0,0,0,0
fann,0,0,2,4,1,6
carton,0,0,0,1,1,1
d2to1,0,0,1,0,1,1
dockerpty,0,0,0,0,0,0
m4ri,1,0,2,0,1,3
m4rie,0,0,2,0,1,2
flake8-class-newline,0,0,0,0,0,0
sortedcontainers,0,0,0,1,1,1
usrsctp,0,0,0,1,1,1
flask-openid,0,0,1,2,1,3
sphinx-basic-ng,0,0,0,0,0,0
django-pglocks,0,0,0,1,1,1
pytzdata,0,0,2,1,1,3
postorius,0,0,2,2,1,4
enrich,0,0,4,1,1,5
signon-glib,0,0,0,2,1,2
xlwt,0,0,0,0,0,0
sphinxtesters,0,0,0,0,0,0
reparser,0,0,0,0,0,0
intl-perl,0,0,0,3,1,3
crashtest,0,0,0,0,0,0
icoextract,0,0,0,0,0,0
gwebsockets,0,0,0,0,0,0
click-help-colors,0,0,1,0,1,1
ipy,0,0,0,0,0,0
gertty,0,0,1,1,1,2
url-normalize,0,0,0,1,1,1
wtforms,0,0,0,1,1,1
typogrify,0,0,0,0,0,0
openobex,1,0,3,1,1,5
pigpio,0,0,0,3,1,3
pyasn,0,0,1,0,1,1
translitcodec,0,0,0,0,0,0
cccolutils,0,0,0,0,0,0
citeproc-py,0,0,0,1,1,1
click-man,0,0,0,0,0,0
pyaudio,0,0,0,1,1,1
xml-perl,0,0,0,3,1,3
sqlparse,0,0,0,2,1,2
wcag-contrast-ratio,0,0,0,0,0,0
flask-multistatic,0,0,0,0,0,0
geshi,0,0,1,2,1,3
jsoncpp,0,0,0,0,0,0
presets,0,0,1,0,1,1
gsm,0,0,2,4,1,6
ptyprocess,0,0,0,0,0,0
manuel,0,0,1,2,1,3
pytest-vcr,0,0,0,0,0,0
socksio,0,0,1,0,1,1
network-runner,0,0,0,0,0,0
ply,0,0,1,1,1,2
hyperkitty,0,0,2,3,1,5
show-in-file-manager,0,0,0,0,0,0
mutatormath,0,0,0,0,0,0
entrypoints,0,0,0,0,0,0
pytest-tornado,0,0,0,0,0,0
pymeeus,0,0,0,0,0,0
pmtools,1,0,0,2,1,3
gearman-server,0,0,2,0,1,2
sphinxcontrib-seqdiag,0,0,0,2,1,2
jeepney,0,0,0,1,1,1
subliminal,0,0,1,1,1,2
cppy,0,0,0,1,1,1
rest,0,0,2,2,1,4
binaryornot,0,0,0,2,1,2
sortedcollections,0,0,0,3,1,3
recommonmark,0,0,0,4,1,4
dasbus,0,0,0,0,0,0
listparser,0,0,1,1,1,2
appdirs,0,0,0,0,0,0
cmrt,0,0,1,0,1,1
asn1crypto,0,0,0,0,0,0
pylibmc,0,0,1,1,1,2
ephemeral-port-reserve,0,0,0,1,1,1
mistune,0,0,0,0,0,0
mergedeep,0,0,0,1,1,1
heapdict,0,0,0,0,0,0
pydbus,0,0,3,0,1,3
